Data,Apertura,Massimo,Minimo,Prezzo,Volume
20250401  22:00:00,3150.9,3154.1,3147.5,3148.5,2622
20250402  15:30:00,3160.9,3170.5,3152.6,3159.1,17845
20250402  16:00:00,3159.4,3167.7,3156.0,3162.6,14538
20250402  17:00:00,3162.7,3167.3,3158.2,3165.5,10038
20250402  18:00:00,3165.5,3177.7,3165.5,3173.9,16155
20250402  19:00:00,3173.7,3173.9,3162.3,3167.5,12234
20250402  20:00:00,3167.6,3169.9,3161.4,3163.0,4762
20250402  21:00:00,3163.2,3167.4,3162.1,3163.0,3132
20250402  22:00:00,3163.2,3201.6,3144.2,3190.3,28983
20250403  15:30:00,3085.5,3116.0,3084.5,3106.9,18907
20250403  16:00:00,3107.5,3159.5,3107.5,3152.2,46169
20250403  17:00:00,3152.2,3152.8,3126.4,3132.3,22562
20250403  18:00:00,3132.5,3136.0,3122.7,3128.6,8885
20250403  19:00:00,3128.5,3132.0,3120.5,3131.5,11827
20250403  20:00:00,3131.5,3132.4,3123.9,3132.1,4608
20250403  21:00:00,3132.1,3133.4,3121.8,3127.1,5227
20250403  22:00:00,3127.2,3143.3,3127.2,3138.1,4154
20250404  15:30:00,3095.1,3100.2,3078.0,3081.3,17504
20250404  16:00:00,3081.0,3081.0,3045.3,3056.7,46611
20250404  17:00:00,3056.4,3068.9,3034.7,3040.5,34014
20250404  18:00:00,3040.4,3055.8,3036.4,3050.0,14249
20250404  19:00:00,3049.6,3051.6,3032.7,3043.8,14851
20250404  20:00:00,3043.5,3045.9,3037.1,3044.8,5939
20250404  21:00:00,3044.8,3062.2,3041.2,3057.6,11742
20250404  22:00:00,3057.5,3061.4,3054.7,3056.1,4449
20250407  15:30:00,3042.0,3044.5,3018.4,3032.4,17259
20250407  16:00:00,3032.2,3056.3,3012.0,3014.9,33361
20250407  17:00:00,3015.1,3022.1,2995.7,3004.0,20684
20250407  18:00:00,3003.8,3004.2,2985.7,2986.4,13303
20250407  19:00:00,2986.2,2991.2,2970.4,2984.5,23510
20250407  20:00:00,2984.2,2991.6,2978.7,2980.7,6244
20250407  21:00:00,2980.8,2998.5,2980.4,2992.3,5598
20250407  22:00:00,2992.2,3001.6,2984.0,2998.8,3806
20250408  15:30:00,3028.5,3032.2,3017.3,3024.6,8201
20250408  16:00:00,3024.7,3034.0,3020.6,3021.0,15155
20250408  17:00:00,3021.1,3026.8,3015.6,3016.0,11354
20250408  18:00:00,3015.8,3016.1,2998.7,3000.4,14156
20250408  19:00:00,3000.7,3002.9,2988.6,2999.6,16597
20250408  20:00:00,2999.6,3007.4,2993.6,2998.3,6996
20250408  21:00:00,2998.0,3001.9,2990.9,2999.1,5919
20250408  22:00:00,2998.9,3000.8,2991.9,2998.3,2811
20250409  15:30:00,3077.7,3095.4,3077.4,3092.0,12297
20250409  16:00:00,3091.7,3103.0,3084.1,3086.3,18021
20250409  17:00:00,3086.0,3104.7,3081.2,3102.1,13569
20250409  18:00:00,3102.3,3112.2,3098.6,3109.3,10492
20250409  19:00:00,3109.7,3117.1,3066.1,3076.1,32048
20250409  20:00:00,3076.1,3090.4,3063.4,3083.7,16395
20250409  21:00:00,3083.6,3118.5,3080.1,3110.6,14412
20250409  22:00:00,3110.6,3114.0,3095.8,3099.8,4352
20250410  15:30:00,3150.3,3150.5,3133.4,3134.2,9622
20250410  16:00:00,3134.4,3173.5,3134.0,3173.0,29103
20250410  17:00:00,3172.9,3193.8,3172.0,3175.1,26026
20250410  18:00:00,3175.1,3185.4,3170.4,3175.6,12722
20250410  19:00:00,3175.5,3183.2,3168.1,3179.7,12003
20250410  20:00:00,3179.7,3194.3,3175.1,3190.9,7595
20250410  21:00:00,3191.1,3193.7,3185.2,3188.6,5683
20250410  22:00:00,3188.5,3195.0,3186.7,3194.2,2840
20250411  15:30:00,3248.4,3262.3,3236.6,3241.0,14748
20250411  16:00:00,3241.0,3255.8,3239.1,3247.1,17573
20250411  17:00:00,3246.9,3258.9,3246.3,3258.3,12503
20250411  18:00:00,3258.4,3263.0,3235.4,3240.9,14732
20250411  19:00:00,3240.9,3253.3,3240.9,3251.9,11698
20250411  20:00:00,3252.1,3256.4,3248.7,3252.8,4650
20250411  21:00:00,3252.8,3253.0,3245.4,3248.1,5881
20250411  22:00:00,3248.2,3257.1,3248.2,3254.9,2856
20250414  15:30:00,3220.6,3225.7,3209.8,3221.3,9349
20250414  16:00:00,3221.1,3232.6,3211.7,3227.9,13577
20250414  17:00:00,3227.8,3228.0,3213.0,3214.6,13443
20250414  18:00:00,3214.7,3224.4,3214.4,3223.4,7509
20250414  19:00:00,3223.4,3232.5,3223.1,3229.4,8809
20250414  20:00:00,3229.5,3230.8,3216.6,3223.9,5766
20250414  21:00:00,3223.8,3228.8,3223.7,3228.1,3450
20250414  22:00:00,3228.2,3229.6,3223.1,3226.8,1552
20250415  15:30:00,3237.3,3240.8,3228.0,3229.9,7704
20250415  16:00:00,3229.9,3243.2,3229.8,3239.1,11833
20250415  17:00:00,3239.0,3241.0,3233.2,3237.6,6367
20250415  18:00:00,3237.8,3239.8,3235.8,3237.5,3558
20250415  19:00:00,3237.5,3247.0,3236.4,3244.0,7056
20250415  20:00:00,3244.0,3246.3,3241.7,3245.5,2903
20250415  21:00:00,3245.4,3248.0,3243.1,3246.7,3463
20250415  22:00:00,3246.9,3250.9,3243.4,3246.9,3240
20250416  15:30:00,3320.8,3333.5,3312.6,3328.3,10016
20250416  16:00:00,3328.4,3336.0,3321.9,3324.2,17419
20250416  17:00:00,3324.3,3344.2,3321.0,3341.2,15394
20250416  18:00:00,3341.0,3348.5,3337.2,3344.0,14477
20250416  19:00:00,3344.2,3349.2,3340.4,3344.0,10658
20250416  20:00:00,3343.8,3356.6,3342.1,3353.6,10737
20250416  21:00:00,3353.4,3358.4,3351.3,3352.0,8197
20250416  22:00:00,3352.0,3357.9,3350.0,3357.7,4292
20250417  15:30:00,3335.8,3346.3,3324.4,3327.9,14691
20250417  16:00:00,3327.9,3327.9,3296.4,3304.2,35129
20250417  17:00:00,3304.4,3318.9,3303.4,3308.8,14709
20250417  18:00:00,3309.3,3332.3,3307.4,3330.1,12668
20250417  19:00:00,3330.1,3336.4,3327.5,3332.5,9032
20250417  20:00:00,3332.5,3334.4,3327.5,3329.6,3686
20250417  21:00:00,3329.2,3335.0,3323.7,3334.5,5167
20250417  22:00:00,3334.6,3339.6,3332.0,3339.3,1990
